25/07/19 14:04:14 - Log Started
14:04:20	-	Valco init failed14:04:22	-	Tecan Initialized14:04:25	-	Zaber init failed25/07/19 14:04:53 - Log Started
14:04:59	-	Valco init failed14:05:02	-	Tecan Initialized14:05:04	-	Zaber init failed29/07/19 10:28:56 - Log Started
10:29:03	-	Valco init failed10:29:06	-	Tecan Initialized10:29:08	-	Zaber init failed27/12/19 17:02:28 - Log Started
29/01/21 16:40:39 - Log Started
16:40:47	-	Valco init failed16:40:51	-	Tecan Initialized16:40:54	-	Zaber init failed04/02/21 17:14:52 - Log Started
17:15:00	-	Valco init failed17:15:03	-	Tecan Initialized17:15:06	-	Zaber init failed17/02/21 12:03:56 - Log Started
02/08/21 17:00:28 - Log Started
17:01:33	-	Valco init failed17:01:36	-	Tecan Initialized17:01:37	-	Zaber init failed
